"FolderPath","FolderType","ItemsInFolder","FolderSize"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Ron Hall","User Created","28","2.471 MB (2,590,760 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn","User Created","3","568.3 KB (581,900 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Amos","User Created","24","23.84 MB (25,001,634 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Bruce","User Created","25","10.95 MB (11,480,200 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Cascade fire","User Created","43","14.17 MB (14,855,905 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Dale Sweeney - Arch","User Created","8","4.736 MB (4,965,829 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Decowork","User Created","9","732.4 KB (749,966 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/G&T Const","User Created","2","341.1 KB (349,283 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Gale","User Created","11","20.62 MB (21,621,117 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Genesis","User Created","14","63.97 MB (67,074,640 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/HDT Pool","User Created","5","3.131 MB (3,282,761 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Koeling ","User Created","30","12.42 MB (13,018,088 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Material Testing","User Created","32","244.4 MB (256,266,584 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/North County","User Created","31","8.929 MB (9,362,702 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/PBS Eng","User Created","4","837.9 KB (858,027 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/PBS Eng - Billen","User Created","8","1.385 MB (1,451,989 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Perfection Glass","User Created","14","5.286 MB (5,542,934 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Prof piping","User Created","10","2.082 MB (2,183,573 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Robinson Eng - Mark and Paul","User Created","4","1.152 MB (1,208,382 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Ryan Hardie - Allstructure Engctural","User Created","4","1.061 MB (1,112,658 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Ryan Hardie - Structural","User Created","6","3.345 MB (3,507,635 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Shane Faulk","User Created","8","7.493 MB (7,856,706 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Shelter","User Created","14","109.2 MB (114,476,908 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Silverline","User Created","24","8.456 MB (8,867,004 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Strata","User Created","2","113.8 KB (116,552 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Sweeney","User Created","2","751.1 KB (769,140 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Total Frame","User Created","16","5.646 MB (5,920,068 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/Tracking","User Created","4","482.4 KB (493,971 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub Witness -Kenn/TTAP","User Created","13","67.96 MB (71,258,419 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM","User Created","3","190.8 KB (195,385 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Accuflow","User Created","4","720.6 KB (737,866 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/American Iron","User Created","6","33.44 MB (35,062,154 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/BDT","User Created","6","6.716 MB (7,042,661 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Divcon","User Created","8","1.015 MB (1,064,328 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Door Special","User Created","1","453.1 KB (463,945 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/HDT Pool","User Created","15","3.117 MB (3,268,241 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Merit","User Created","12","1.851 MB (1,941,209 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Moser","User Created","8","886.1 KB (907,392 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Perf Glass","User Created","4","1.593 MB (1,670,004 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Precision","User Created","8","1.907 MB (1,999,359 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Redline","User Created","4","1.187 MB (1,244,333 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Solution Wall","User Created","4","972.3 KB (995,624 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Steel Struc","User Created","15","2.137 MB (2,241,060 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Strata","User Created","19","7.289 MB (7,643,312 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/T&T Roof","User Created","7","1.11 MB (1,163,505 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/TMD Const","User Created","23","2.09 MB (2,191,336 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Sub -witness SSM/Winkler","User Created","25","4.553 MB (4,774,510 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Endurance- AW  Dec Action/Witness/Tom Lether","User Created","2","317.1 KB (324,714 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - ","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Client","User Created","30","3.421 MB (3,587,150 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Docs","User Created","19","51.19 MB (53,675,207 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Internal","User Created","39","3.508 MB (3,678,842 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Opposing","User Created","38","12.71 MB (13,329,266 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Pledings","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Ins - Southridge - /Research","User Created","33","3.178 MB (3,332,602 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/client","User Created","42","13.75 MB (14,414,557 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Internal","User Created","13","3.406 MB (3,571,467 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Opposing","User Created","77","58.01 MB (60,825,978 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/policies","User Created","7","25.63 MB (26,872,236 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Research","User Created","23","4.846 MB (5,081,884 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Trav Subrogation","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Trav Subrogation/Client","User Created","4","329.2 KB (337,097 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Trav Subrogation/Internal","User Created","4","134.1 KB (137,356 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/HBI Insurance -SSM/Trav Subrogation/Research","User Created","13","6.517 MB (6,833,497 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Internal","User Created","14","1.35 MB (1,415,444 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Receiver - assign","User Created","86","30.81 MB (32,308,120 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Settlement - Alllied - End","User Created","109","19.64 MB (20,598,348 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Settlement Travelers","User Created","89","16.4 MB (17,192,604 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Southridge-Liberty 1st party ins","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Southridge-Liberty 1st party ins/client","User Created","15","6.989 MB (7,328,974 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Southridge-Liberty 1st party ins/docs- policy","User Created","2","5.894 MB (6,179,854 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Southridge-Liberty 1st party ins/internal","User Created","8","30.74 MB (32,235,728 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/Southridge-Liberty 1st party ins/opposing","User Created","21","14.77 MB (15,483,698 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/SSM 1st party ins - Trav Alask","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/SSM 1st party ins - Trav Alask/Client","User Created","21","12.66 MB (13,277,162 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/SSM 1st party ins - Trav Alask/docs- policy","User Created","8","6.526 MB (6,843,409 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/SSM 1st party ins - Trav Alask/internal","User Created","13","10.39 MB (10,898,733 bytes)"
"/Malbco - Mulloy matters/SSM and South v Insurance/SSM 1st party ins - Trav Alask/opposing","User Created","38","28.2 MB (29,570,200 bytes)"
"/Malbco - Mulloy matters/T-Mobile","User Created","0","0 B (0 bytes)"
"/Malbco - Mulloy matters/Verizon","User Created","0","0 B (0 bytes)"
"/Mitch Johnson","User Created","0","0 B (0 bytes)"
"/Mitch Johnson/Client","User Created","8","1.778 MB (1,864,655 bytes)"
"/Mitch Johnson/Internal","User Created","45","5.29 MB (5,547,326 bytes)"
"/My Fresh Basket","User Created","0","0 B (0 bytes)"
"/My Fresh Basket/Client","User Created","16","1.287 MB (1,349,068 bytes)"
"/My Fresh Basket/Internal","User Created","9","2.255 MB (2,364,676 bytes)"
"/My Fresh Basket/Johnson pleadings","User Created","2","403.1 KB (412,810 bytes)"
"/My Fresh Basket/Opposing","User Created","14","1.707 MB (1,789,457 bytes)"
"/Notes","Notes","0","0 B (0 bytes)"
"/NPSI-UWT","User Created","2","655.3 KB (671,004 bytes)"
"/NPSI-UWT/Client","User Created","50","11.61 MB (12,170,806 bytes)"
"/NPSI-UWT/Docs","User Created","1","446.3 KB (457,053 bytes)"
"/NPSI-UWT/Internal","User Created","22","10.82 MB (11,343,718 bytes)"
"/NPSI-UWT/Opposing","User Created","11","2.082 MB (2,183,142 bytes)"
"/NPSI-UWT/Research","User Created","1","140.6 KB (143,994 bytes)"
"/Olenius, Mark","User Created","0","0 B (0 bytes)"
"/Olenius, Mark/Client","User Created","5","268.9 KB (275,304 bytes)"
"/Olenius, Mark/Internal","User Created","15","1.089 MB (1,142,135 bytes)"
"/Outbox","Outbox","0","0 B (0 bytes)"
"/Oxarc -","User Created","0","0 B (0 bytes)"
"/Oxarc -/Airgas - Burger King","User Created","0","0 B (0 bytes)"
"/Oxarc -/Airgas - Burger King/Clientr","User Created","6","442.9 KB (453,551 bytes)"
"/Oxarc -/Airgas - Burger King/Internal","User Created","8","553.8 KB (567,077 bytes)"
"/Oxarc -/Airgas - Columbia Ice","User Created","0","0 B (0 bytes)"
"/Oxarc -/Airgas - Columbia Ice/Client","User Created","5","1.942 MB (2,035,977 bytes)"
"/Oxarc -/Airgas - Columbia Ice/Internal","User Created","4","1.025 MB (1,075,170 bytes)"
"/Oxarc -/Airgas- SMK","User Created","0","0 B (0 bytes)"
"/Oxarc -/Airgas- SMK/client","User Created","12","990.8 KB (1,014,534 bytes)"
"/Oxarc -/Airgas- SMK/internal","User Created","10","1.044 MB (1,094,998 bytes)"
"/Oxarc -/Astria Health","User Created","2","504.7 KB (516,847 bytes)"
"/Oxarc -/Cazier","User Created","2","1.244 MB (1,304,454 bytes)"
"/Oxarc -/Cazier/Client","User Created","4","2.294 MB (2,405,478 bytes)"
"/Oxarc -/Cazier/Internal","User Created","6","1.588 MB (1,665,160 bytes)"
"/Oxarc -/Cazier/Opposing - Barry","User Created","4","475.3 KB (486,733 bytes)"
"/Oxarc -/General - employ","User Created","0","0 B (0 bytes)"
"/Oxarc -/General - employ/Client","User Created","25","7.594 MB (7,962,464 bytes)"
"/Oxarc -/General - employ/Internal","User Created","9","1.99 MB (2,087,062 bytes)"
"/Oxarc -/General - employ/Opposing","User Created","1","425.8 KB (435,991 bytes)"
"/Oxarc -/Jason and Jenna","User Created","0","0 B (0 bytes)"
"/Oxarc -/Jason and Jenna/Client","User Created","43","3.516 MB (3,686,809 bytes)"
"/Oxarc -/Jason and Jenna/Internal","User Created","3","367.4 KB (376,181 bytes)"
"/Oxarc -/Jason and Jenna/Opposing","User Created","5","1.239 MB (1,298,824 bytes)"
"/Oxarc -/Linde","User Created","1","7.582 KB (7,764 bytes)"
"/Oxarc -/Linde/Client","User Created","17","3.68 MB (3,858,450 bytes)"
"/Oxarc -/Linde/Internal","User Created","5","2.44 MB (2,558,124 bytes)"
"/Oxarc -/Linde/Opposing","User Created","4","2.489 MB (2,609,565 bytes)"
"/Pathologist Lab","User Created","0","0 B (0 bytes)"
"/Pathologist Lab/SJRMC","User Created","0","0 B (0 bytes)"
"/Pathologist Lab/SJRMC/Client","User Created","7","5.048 MB (5,293,616 bytes)"
"/Pathologist Lab/SJRMC/Internal","User Created","16","3.345 MB (3,507,633 bytes)"
"/Pathologist Lab/Tretheway ","User Created","0","0 B (0 bytes)"
"/Pathologist Lab/Tretheway /Arb Comm","User Created","56","7.985 MB (8,372,953 bytes)"
"/Pathologist Lab/Tretheway /Arb Plead Disc","User Created","74","104 MB (109,004,642 bytes)"
"/Pathologist Lab/Tretheway /Client","User Created","463","255.5 MB (267,879,818 bytes)"
"/Pathologist Lab/Tretheway /Co counsel - PRL","User Created","328","123.4 MB (129,382,816 bytes)"
"/Pathologist Lab/Tretheway /Docs and FInac","User Created","34","57.89 MB (60,702,085 bytes)"
"/Pathologist Lab/Tretheway /Hearing and dep logistic","User Created","6","702.3 KB (719,192 bytes)"
"/Pathologist Lab/Tretheway /Internal","User Created","168","250.4 MB (262,518,078 bytes)"
