"FolderPath","IdentityReference","FileSystemRights","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags"
"C:\Temp\WizTree\locale\sr","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sr","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sr","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sr","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sv","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sv","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\tr","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\tr","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\uk","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\uk","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\zh_CHS","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\zh_CHS","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\zh_CHT","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\zh_CHT","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\bg\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\bg\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\cs\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\cs\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\da\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\da\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\de\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\de\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\el\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\el\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\en\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\en\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\es\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\es\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\fi\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\fi\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\fr\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\fr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\hu\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\hu\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\id\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\id\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\it\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\it\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ja\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ja\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ko\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ko\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\nl\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\nl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\no\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\no\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\pl\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\pl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\pt_BR\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\pt_BR\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ru\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ru\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sk\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sk\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sl\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sl\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sr\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sr\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sr\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sv\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sv\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sv\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\tr\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\tr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\tr\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\uk\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\uk\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\uk\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\zh_CHS\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHS\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\zh_CHS\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\zh_CHT\LC_MESSAGES","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT\LC_MESSAGES","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT\LC_MESSAGES","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\zh_CHT\LC_MESSAGES","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\zh_CHT\LC_MESSAGES","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
